iter	RMSE
0	0.3822830783
1	0.3615301079
2	0.3418602065
3	0.32313305
4	0.3055073643
5	0.2891950471
6	0.2735515279
7	0.2586088789
8	0.2448854811
9	0.2315062499
10	0.2194211262
11	0.207764637
12	0.196874762
13	0.1864832618
14	0.1769152255
15	0.1678554439
16	0.15923458
17	0.1509616359
18	0.1433052325
19	0.1360274944
20	0.1291918208
21	0.1227543885
22	0.1166217671
23	0.11091322
24	0.1055599929
25	0.1005932696
26	0.09589100147
27	0.09148475705
28	0.08733521045
29	0.08348300725
30	0.0798850172
31	0.0765208941
32	0.07333912982
33	0.07035650238
34	0.0676118355
35	0.0651298173
36	0.06280432636
37	0.06064637531
38	0.05858290051
39	0.05674178685
40	0.05502408628
41	0.05345328862
42	0.05196843107
43	0.05064128649
44	0.04939626381
45	0.04822030257
46	0.04719445432
47	0.0462147257
48	0.04533065663
49	0.04451408777
50	0.04381392173
51	0.04317247455
52	0.04256136043
53	0.0420278542
54	0.04150966162
55	0.04101879793
56	0.04058845167
57	0.04019811283
58	0.039830102
59	0.03948667866
60	0.03917123365
61	0.03890102959
62	0.03864503524
63	0.03842014525
64	0.03815692283
65	0.03795198302
66	0.03776724898
67	0.03753555616
68	0.03734120105
69	0.0371801396
70	0.03693353749
71	0.03679977734
72	0.0366626382
73	0.03643100792
74	0.03634232415
75	0.03620455089
76	0.03607583526
77	0.03600021862
78	0.03595776163
79	0.03584772637
80	0.03578289935
81	0.03570650393
82	0.03559013454
83	0.03546916631
84	0.03531814281
85	0.0352604553
86	0.0351733919
87	0.03510327599
88	0.03501838077
89	0.0349717303
90	0.03492345396
91	0.03487206058
92	0.03482880591
93	0.03480324415
94	0.03473303094
95	0.03468716625
96	0.03466403947
97	0.03464087607
98	0.0346196758
99	0.03450669093
100	0.03447043095
101	0.03444896158
102	0.03442213372
103	0.03440115497
104	0.03438172073
105	0.03432434532
106	0.0342414529
107	0.03421311583
108	0.03419467875
109	0.03417789061
110	0.03412872766
111	0.03406708062
112	0.03405088556
113	0.03399803096
114	0.0339657338
115	0.03395055253
116	0.03390559595
117	0.03385752451
118	0.03384356167
119	0.03382888846
120	0.03379769149
121	0.03375818555
122	0.03371123026
123	0.03368238172
124	0.03366589448
125	0.03358635604
126	0.03354504659
127	0.03353227984
128	0.0335041553
129	0.03348991072
130	0.03333632243
131	0.03332063462
132	0.03330517052
133	0.03327869727
134	0.03325321011
135	0.0332271324
136	0.03321095469
137	0.03311279291
138	0.03309225888
139	0.033078712
140	0.0330672088
141	0.03305483807
142	0.03303075965
143	0.03293075017
144	0.03289655119
145	0.03287288911
146	0.03284066461
147	0.03280444889
148	0.03279483435
149	0.03276958193
150	0.03273943274
151	0.03271896406
152	0.03269949589
153	0.03267975401
154	0.03263068129
155	0.03260157648
156	0.03258206219
157	0.03257380543
158	0.03256648998
159	0.032542135
160	0.03252541254
161	0.03251774257
162	0.03249395239
163	0.03247575589
164	0.03245950141
165	0.03244347956
166	0.03243572631
167	0.0324191247
168	0.03225781913
169	0.03224221702
170	0.03222629588
171	0.03220595372
172	0.03219885519
173	0.03219257749
174	0.03217809559
175	0.03216372642
176	0.03215780169
177	0.03211002996
178	0.03209165608
179	0.03207847124
180	0.03207233349
181	0.03206693831
182	0.0320495775
183	0.03200184506
184	0.03198511852
185	0.03197286482
186	0.03196101762
187	0.03195605355
188	0.03190891909
189	0.03189770789
190	0.03188258162
191	0.03184156811
192	0.03182699787
193	0.0318230882
194	0.03181884011
195	0.0318146359
196	0.03175803544
197	0.03174749308
198	0.03173762548
199	0.03172750687
200	0.03171789799
201	0.03170757644
202	0.03169876104
203	0.03169488329
204	0.03169109887
205	0.03167789896
206	0.03166922942
207	0.03166112573
208	0.0316532692
209	0.03160823795
210	0.03159948617
211	0.03159615338
212	0.03158180797
213	0.03157403809
214	0.03156648866
215	0.03155910805
216	0.03151287015
217	0.03150233578
218	0.03149537715
219	0.03148889481
220	0.03140949423
221	0.03129900299
222	0.03129245457
223	0.03128268813
224	0.03117497853
225	0.03116603664
226	0.03115953293
227	0.03115133318
228	0.03114521347
229	0.03113895804
230	0.03113081194
231	0.03112486411
232	0.03106600934
233	0.03105803762
234	0.03105265716
235	0.03094089225
236	0.03093565475
237	0.03082805701
238	0.03082257725
239	0.03076573897
240	0.03075848918
241	0.03068117366
242	0.03067872849
243	0.03064384089
244	0.03059583552
245	0.03059345952
246	0.03055962942
247	0.03050319256
248	0.03049652259
249	0.0304919336
250	0.03048585838
251	0.03043083765
252	0.03042862491
253	0.03039544643
254	0.03039329731
255	0.03038896267
256	0.03038474532
257	0.03028819133
258	0.03023604937
259	0.03023193222
260	0.03019950788
261	0.03010924229
262	0.03007767916
263	0.0299906349
264	0.02990867243
265	0.02983921376
266	0.02980848954
267	0.02961359971
268	0.0295836416
269	0.02955450197
270	0.02955041305
271	0.02952206931
272	0.02949369469
273	0.02930528579
274	0.02930128404
275	0.029214979
276	0.0291628485
277	0.02914339531
278	0.02914165371
279	0.0291377486
280	0.02911061013
281	0.02905622746
282	0.029054545
283	0.02905291024
284	0.02902647826
285	0.02900076902
286	0.02899697838
287	0.02899329448
288	0.02899171518
289	0.02881042383
290	0.02880682201
291	0.02878165547
292	0.02875701891
293	0.02873209312
294	0.02868078847
295	0.02865757978
296	0.02848255521
297	0.02845998603
298	0.02843788727
299	0.02843434917
300	0.02843090735
301	0.0282754945
302	0.02825383237
303	0.02823293392
304	0.02822956635
305	0.02820923887
306	0.02820596451
307	0.02818619688
308	0.02818301449
309	0.02812883398
310	0.02796257488
311	0.02796108272
312	0.02794170235
313	0.02788839942
314	0.02781256853
315	0.02776064126
316	0.02760272996
317	0.02758346536
318	0.02758031271
319	0.0275772488
320	0.02757427107
321	0.0275557196
322	0.02753748052
323	0.02752024507
324	0.02736820213
325	0.02727889823
326	0.02722737616
327	0.02719342735
328	0.02714321968
329	0.02705770179
330	0.02705475753
331	0.02703711511
332	0.02701995585
333	0.02698682311
334	0.02698395356
335	0.02698116467
336	0.02697845414
337	0.02691123951
338	0.0267716159
339	0.02676895897
340	0.02675209496
341	0.02674951093
342	0.0267000231
343	0.0266975081
344	0.02669506363
345	0.02659213029
346	0.02653917615
347	0.02650910476
348	0.02649275253
349	0.02646352257
350	0.02641189933
351	0.0263957458
352	0.0263454494
353	0.0263299042
354	0.0262046022
355	0.02615533872
356	0.02614012451
357	0.02612532759
358	0.02607730589
359	0.02606268989
360	0.0259330454
361	0.02578501419
362	0.02578254518
363	0.02573105516
364	0.02571688561
365	0.02566977153
366	0.0256238981
367	0.02560987636
368	0.02549240373
369	0.02542281526
370	0.02542165626
371	0.02540811257
372	0.02540698773
373	0.02540589553
374	0.02540346752
375	0.0253902958
376	0.02538923684
377	0.02538687821
378	0.0252694949
379	0.02526719291
380	0.02526616221
381	0.02520271897
382	0.0252016903
383	0.02520069101
384	0.02519971339
385	0.02518593816
386	0.02517304362
387	0.02517211656
388	0.02516987512
389	0.02516897828
390	0.02511949038
391	0.0250713009
392	0.02506911673
393	0.02506824124
394	0.02506739101
395	0.02502046162
396	0.02497476639
397	0.0248641334
398	0.02486199433
399	0.02486116221
400	0.02486035404
401	0.02481565789
402	0.0247721396
403	0.02477135209
404	0.02471213988
405	0.02459733548
406	0.0245952334
407	0.02459446523
408	0.02459371789
409	0.02459167527
410	0.02454899037
411	0.02450743248
412	0.02449251733
413	0.02447995285
414	0.02436965483
415	0.02430856651
416	0.02430655807
417	0.02430582536
418	0.02430387364
419	0.02417164059
420	0.02417089668
421	0.02417019925
422	0.02416828977
423	0.02415055527
424	0.02409399496
425	0.02408159745
426	0.02406954154
427	0.02402835532
428	0.02402649013
429	0.02398639058
430	0.02394735255
431	0.02390934909
432	0.02390752903
433	0.02383685325
434	0.02379309035
435	0.02379239225
436	0.02360600032
437	0.02360531952
438	0.02356889128
439	0.02353343114
440	0.02349891437
441	0.02349711463
442	0.02346351471
443	0.02336107577
444	0.02332186384
445	0.02328988167
446	0.02328923492
447	0.02328747081
448	0.02322965426
449	0.02317100244
450	0.02316962087
451	0.02313832716
452	0.02295463419
453	0.02295397938
454	0.02295334402
455	0.02292270793
456	0.02292211073
457	0.02289229318
458	0.02287838675
459	0.02282127602
460	0.02278625724
461	0.02274764723
462	0.02274637117
463	0.02274580378
464	0.02274523186
465	0.02261620617
466	0.02261566269
467	0.02261451477
468	0.02255969231
469	0.02252827044
470	0.02247196321
471	0.02243426366
472	0.0224337439
473	0.02243267213
474	0.02243218291
475	0.02238124451
476	0.02238025075
477	0.02237868124
478	0.02234427362
479	0.02228916948
480	0.022221033
481	0.02216821094
482	0.02212627607
483	0.02209068194
484	0.02207948332
485	0.02203145787
486	0.02191519243
487	0.02174061612
488	0.02170683228
489	0.02167174973
490	0.02162443941
491	0.02161118529
492	0.0215650842
493	0.0215258049
494	0.02142599737
495	0.02142481417
496	0.02141391628
497	0.02140346252
498	0.0213075392
499	0.0212620912
500	0.02120473268
501	0.02110591556
502	0.02101264988
503	0.02100229301
504	0.02091142433
505	0.02087642349
506	0.02084391586
507	0.02083407917
508	0.02082451386
509	0.02078589905
510	0.02077658561
511	0.02069067539
512	0.02066255782
513	0.02061557879
514	0.02060646254
515	0.02055594858
516	0.02051157191
517	0.02048361133
518	0.02045669485
519	0.02043050062
520	0.02037639791
521	0.02035083792
522	0.0203259654
523	0.02030176227
524	0.02027896963
525	0.02012122977
526	0.02007717039
527	0.02005335434
528	0.01991464883
529	0.01986411208
530	0.01981489899
531	0.01978192131
532	0.0197584221
533	0.01970956913
534	0.01966116012
535	0.0196381776
536	0.01962890164
537	0.01959695961
538	0.01942632686
539	0.01940372262
540	0.01940233589
541	0.01938034021
542	0.01935893847
543	0.0192588121
544	0.01923788095
545	0.01919110246
546	0.01917068597
547	0.01913776346
548	0.01911483672
549	0.01909163602
550	0.01904582528
551	0.019044556
552	0.01899762619
553	0.01896787459
554	0.01891880734
555	0.01890971419
556	0.01888072097
557	0.01879343215
558	0.01874778221
559	0.01873865301
560	0.0187146511
561	0.0187047835
562	0.01867641401
563	0.01863220222
564	0.0186045581
565	0.01859123229
566	0.01857827401
567	0.01855835714
568	0.01851133023
569	0.01849867905
570	0.01849005882
571	0.0184706092
572	0.01837555126
573	0.01832880424
574	0.01831637385
575	0.01826598002
576	0.0182468466
577	0.01822823095
578	0.01820704086
579	0.01816298585
580	0.01811717429
581	0.01808959297
582	0.01804431329
583	0.01803609605
584	0.01802436806
585	0.01801296345
586	0.01800187329
587	0.01799071618
588	0.0179638772
589	0.0179559119
590	0.01794800297
591	0.01790459309
592	0.01787841493
593	0.01783330697
594	0.01782251378
595	0.01780381362
596	0.01775985389
597	0.0177157788
598	0.01770702884
599	0.01766481204
600	0.01765732625
601	0.0176467327
602	0.01762436503
603	0.0176140508
604	0.01757216323
605	0.01753197011
606	0.01750603262
607	0.01749593913
608	0.01745247695
609	0.01744263663
610	0.01740336636
611	0.01733926253
612	0.01723282848
613	0.01718954171
614	0.01718116964
615	0.01715906713
616	0.01714934645
617	0.01704676983
618	0.01694835346
619	0.01693880344
620	0.01689956423
621	0.01680490547
622	0.01678672096
623	0.01671221475
624	0.01667299573
625	0.0165908521
626	0.01658258247
627	0.01657313069
628	0.01655097127
629	0.01652949495
630	0.01649104372
631	0.01644858283
632	0.01644157572
633	0.01643231391
634	0.01642551086
635	0.01641649996
636	0.01639906298
637	0.01636143937
638	0.01632201251
639	0.0163144896
640	0.01630799644
641	0.01629917842
642	0.0162928621
643	0.01620059167
644	0.01615918262
645	0.01603188679
646	0.01602564797
647	0.01596793205
648	0.01591171512
649	0.0159056075
650	0.01589966948
651	0.01589088216
652	0.01583575276
653	0.01578229686
654	0.01573026244
655	0.01570969947
656	0.01565866856
657	0.01560897177
658	0.01557570318
659	0.01556253018
660	0.01552214906
661	0.01548464634
662	0.01545213396
663	0.0153874591
664	0.0153564862
665	0.01528247585
666	0.01527276944
667	0.01526678623
668	0.01522154021
669	0.01517768999
670	0.01513497965
671	0.01509326585
672	0.01508746109
673	0.01505943195
674	0.0150232081
675	0.01499321164
676	0.01495457398
677	0.01494887778
678	0.01488794745
679	0.014882388
680	0.01484195044
681	0.01483645123
682	0.01480963498
683	0.01477684027
684	0.01477155468
685	0.01470976662
686	0.01470335551
687	0.01467057656
688	0.01466532298
689	0.01461309765
690	0.01459457694
691	0.01458942617
692	0.01458026315
693	0.01456362152
694	0.01450382288
695	0.01447321043
696	0.0144496075
697	0.01441977542
698	0.01441085358
699	0.01439198725
700	0.01436161621
701	0.01432664744
702	0.01431792365
703	0.01431283117
704	0.01428438606
705	0.01427588277
706	0.01423740652
707	0.01421929245
708	0.01421791025
709	0.01421300388
710	0.01419536883
711	0.01419052128
712	0.01417335208
713	0.01415665104
714	0.01412714537
715	0.01409089979
716	0.01405860287
717	0.01403480309
718	0.01400305933
719	0.01399464425
720	0.01398645986
721	0.01397000822
722	0.0139426454
723	0.01392660593
724	0.01391099991
725	0.01389581457
726	0.0138574449
727	0.01384262806
728	0.01382821187
729	0.0138201379
730	0.01379327232
731	0.01378540233
732	0.01377099282
733	0.0137573027
734	0.01374398351
735	0.01370297184
736	0.01368997407
737	0.01365074224
738	0.01361251066
739	0.01359979029
740	0.01356469693
741	0.01352597812
742	0.01351827312
743	0.01349659773
744	0.01346772483
745	0.01344995636
746	0.01344242774
747	0.01344116541
748	0.0134186376
749	0.01339284515
750	0.01335497797
751	0.01334762091
752	0.01331835563
753	0.01329377914
754	0.01328240618
755	0.0132752183
756	0.01325059183
757	0.01321308891
758	0.01320606537
759	0.01319923536
760	0.01316267209
761	0.01315601268
762	0.01313142627
763	0.01309623074
764	0.013091393
765	0.0130861408
766	0.01308156614
767	0.01307505474
768	0.0130537142
769	0.0130468778
770	0.01302361943
771	0.01300059481
772	0.01294891976
773	0.01294447007
774	0.01286188214
775	0.012854185
776	0.01284146636
777	0.01279090738
778	0.01275579976
779	0.01275137883
780	0.01272922957
781	0.01270957528
782	0.01267525018
783	0.0126232114
784	0.01257751899
785	0.01257036132
786	0.01253659419
787	0.01249479954
788	0.01247223529
789	0.01242811762
790	0.01240144647
791	0.01237949236
792	0.01234196826
793	0.01230451953
794	0.01230006616
795	0.01227141481
796	0.0122304527
797	0.01221994187
798	0.01220711257
799	0.01217845225
800	0.01217402221
801	0.01213461709
802	0.01212808865
803	0.01212376674
804	0.0120897437
805	0.01205372739
806	0.01203230129
807	0.0120258994
808	0.01201280801
809	0.01199193367
810	0.01197174502
811	0.01193301557
812	0.01192874724
813	0.01192466427
814	0.01186648167
815	0.01184577507
816	0.01183948219
817	0.01182718606
818	0.01182318417
819	0.01180338902
820	0.01179299292
821	0.01176004697
822	0.01172792471
823	0.01170875227
824	0.01170259805
825	0.0116966133
826	0.01167921583
827	0.01164777027
828	0.01162790879
829	0.01162269138
830	0.01161874096
831	0.01158061025
832	0.01156512505
833	0.01154603131
834	0.01152745931
835	0.01152158461
836	0.01151587171
837	0.01149805878
838	0.01146661544
839	0.01143934705
840	0.01143375734
841	0.01142992955
842	0.01141472576
843	0.01139613569
844	0.01134321413
845	0.01132549586
846	0.01131274877
847	0.01128238474
848	0.0112785338
849	0.01124204926
850	0.01123664692
851	0.01123298814
852	0.0112002948
853	0.01118502433
854	0.01116725277
855	0.0111499803
856	0.01113510645
857	0.0111003873
858	0.01109509383
859	0.01103350341
860	0.01100862778
861	0.01100498581
862	0.01097431846
863	0.01095371911
864	0.01092379122
865	0.01090104607
866	0.01089746888
867	0.01088402934
868	0.01086846708
869	0.010864981
870	0.01085971808
871	0.01085632751
872	0.01083267548
873	0.0108172667
874	0.01080432101
875	0.0107675096
876	0.01074851871
877	0.0107320396
878	0.01072874468
879	0.0106928974
880	0.01067960087
881	0.01061542489
882	0.01061045673
883	0.01059203797
884	0.01058714307
885	0.01058392837
886	0.01057741687
887	0.01056263319
888	0.01054832606
889	0.0105189505
890	0.01050151517
891	0.01048707585
892	0.01047463717
893	0.01046983107
894	0.01045597682
895	0.01044185443
896	0.01042838308
897	0.0104021526
898	0.01037643039
899	0.01037324001
900	0.01036856452
901	0.0103559726
902	0.01034161771
903	0.01032933494
904	0.01030431194
905	0.0102736641
906	0.01024226752
907	0.01023033228
908	0.01020631668
909	0.01019695454
910	0.01018045544
911	0.01017728138
912	0.01017298825
913	0.01014820538
914	0.01013682865
915	0.01012846286
916	0.01012425415
917	0.01009330315
918	0.01002885872
919	0.01001297864
920	0.009983349142
921	0.009979292724
922	0.009956860741
923	0.009946287724
924	0.009942329414
925	0.009930071656
926	0.009926218123
927	0.009911123669
928	0.00989711649
929	0.009867165788
930	0.009814236692
931	0.009801963424
932	0.009798149925
933	0.009770705792
934	0.0097674966
935	0.009755708307
936	0.00972983432
937	0.009700260389
938	0.009696998483
939	0.009693567736
940	0.009679664493
941	0.009665135687
942	0.009653861961
943	0.009624912599
944	0.009611523935
945	0.009599300162
946	0.009578129501
947	0.009567074621
948	0.009511485723
949	0.009492867562
950	0.009489373879
951	0.009479508494
952	0.009476357589
953	0.009450997761
954	0.009438891588
955	0.00941418037
956	0.009400567406
957	0.009397385799
958	0.009334497439
959	0.009330367195
960	0.009319714382
961	0.009316494885
962	0.0093133649
963	0.009310342103
964	0.00929629871
965	0.009272156558
966	0.009269113807
967	0.009259873288
968	0.009248957755
969	0.009237226511
970	0.009234323147
971	0.009222854586
972	0.009211464111
973	0.009187961744
974	0.009185135655
975	0.009182054357
976	0.009144962396
977	0.009130491481
978	0.009108724577
979	0.009094365294
980	0.009081514487
981	0.009070549149
982	0.009059879079
983	0.009049497901
984	0.009039345826
985	0.009030821756
986	0.009012716727
987	0.008987256493
988	0.008977320268
989	0.008967654018
990	0.008957293585
991	0.008929944845
992	0.008920500786
993	0.008911313518
994	0.008898413265
995	0.008876000153
996	0.008872089487
997	0.008850278574
998	0.008841321817
999	0.008831387144
